verdict,text,part
תפ (עכו) 2320∕04,"חוק העונשין, תשל""ז-1977: סע'  37, 38, 144(א)",חקיקה שאוזכרה: 
תפ (עכו) 2320∕04,"הנאשם הורשע, על פי הודאתו, לאחר הגשת כתב אישום מתוקן בעבירה של החזקת נשק, אביזר ותחמושת, בניגוד לסעיף 144(א) לחוק העונשין תשל""ז - 1977.",גזר דין
תפ (עכו) 2320∕04,"באי כח הצדדים הסכימו  כי לאחר הרשעת הנאשם יוגש תסקיר של שירות המבחן. בא כח המאשימה ציינה כי אין היא מתנגדת להגשת התסקיר, אולם אין המאשימה מתחייבת לקבל את המלצות התסקיר.",גזר דין
תפ (עכו) 2320∕04,5129371ואכן הוגש תסקיר בעניינו של הנאשם (תס/1). ,5129371
תפ (עכו) 2320∕04,"במקביל למשפטו של הנאשם בתיק זה, התנהל תיק נוסף בבית משפט זה בעניינו של אדם אחר  (מחמוד בן סאלח סמרי, ת.פ. 2321/04). אף שם מדובר בעבירה על סעיף 144(א) לחוק העונשין, אך ביחס לנאשם בתיק הנ""ל מדובר בהחזקה של אקדח אחד, מחסנית ותחמושת. שני הנאשמים, הן זה שבתיק הנדון והן זה שבתיק האחר, קיבלו את כלי הנשק מאדם בשם חאלד כיאל אשר ביקש מהם, לטענתם, לשמור על כלי הנשק עבורו, עד שיזקק להם.  אותו חאלד כיאל נעצר, נחקר ונדון בבית המשפט המחוזי בחיפה, בגין העבירה של רכישה של 4 האקדחים (בסה""כ), השלושה שבתיק זה והאחד המתייחס לנאשם בתיק האמור לעיל. חאלד כיאל נדון לעונש של 36 חודשי מאסר מתוכם 27 חודשי מאסר בפועל. על העונש הנ""ל הגיש חאלד כיאל ערעור לבית המשפט העליון, אולם בית המשפט דחה את ערעורו וקבע כי העונש איננו חמור. משנעצר אותו חאלד כיאל ונחקר במשטרה, נאלץ להסגיר את זהותם של אלה שקיבלו ממנו את כלי הנשק ובעקבות כך הגיעו חוקרי המשטרה לנאשם בתיק זה ולנאשם שבתיק האחר. בנסיבות אלה, לא היתה לנאשם ברירה, אלא למסור את הנשק לידי המשטרה. ",5129371
תפ (עכו) 2320∕04,נ,5129371
תפ (עכו) 2320∕04,"עובדה זו הובאה לידיעת בית המשפט במסגרת הטיעונים לעונש, הן מטעם המאשימה והן מטעם הסניגורית.",5129371
תפ (עכו) 2320∕04,"ב""כ המאשימה ביקש לגזור עונש של מאסר בפועל על הנאשם למרות נסיבותיו האישיות, למרות שיתוף הפעולה כאמור לעיל ולמרות האמור בתסקיר שירות המבחן תס/1, וכן הגיש אסופת פסקי דין בדבר חומרת הענישה. כאן המקום לציין כי בשל הנקודות הזהות בתיק זה ובתיק האחר, חלו שיבושים בפרוטוקול הדיון של בית המשפט ושיבושים אלה תוקנו בכתב ידי, לאחר שעברתי על הפרוטוקול. עוד אציין כי חווה""ד של המומחה לעניין כלי הנשק ואסופת פסקי הדין תוייקו בתיק זה, אף כי הן רלוונטיות לשני התיקים (גם לתיק 2321/04). ",טיעוני הצדדים:
תפ (עכו) 2320∕04,הנאשם הביע חרטה על המעשה. ,טיעוני הצדדים:
תפ (עכו) 2320∕04,"נטען כי הנשק הוחזק לכאורה ע""י הנאשם על מנת להגן על בני משפחתו מפני מתנקשים אפשריים, בעקבות רצח בנו, על רקע של סכסוכים פוליטיים. מאידך, ציין ב""כ המאשימה כי החזקת הנשק בידי הנאשם נעשתה לאחר שנערכה סולחה בין הצדדים ולכאורה טענות הנאשם בעניין זה חסרות בסיס.",טיעוני הצדדים:
תפ (עכו) 2320∕04,"הסניגורית טענה כי יש להקל בעונשו של הנאשם משום שהנשק הוסגר לידי המשטרה ובנסיבות כאלה, ענישה מקלה מעודדת את מי שמחזיק נשק שלא כדין, למסור אותו לידי הרשויות, כי הנאשם הביע חרטה וכי יגרם לו ולמשפחתו נזק רציני עקב התדרדרות מצבו הכלכלי. לפיכך ביקשה כי יוטל על הנאשם:",טיעוני הצדדים:
תפ (עכו) 2320∕04,"כמו כן ציינה כי הנשק לא שימש לביצוע עבירה כלשהי מאז שנגנב בידי בעליו, והפנתה לפסק דינו של בית המשפט העליון בעניין סאלח עודאתאללה ת.פ. 8102/02 בו נדון הנאשם  בגין נשיאה של אביזרי נשק ותחמושת ל-3 חודשי מאסר בעבודות שירות.ב",טיעוני הצדדים:
תפ (עכו) 2320∕04,"בתסקיר שירות המבחן תס/1, פורטו בהרחבה נסיבותיו האישיות והמשפחתיות של הנאשם, נסיבות טראגיות לכל הדיעות. בנו בן 22 נרצח בשנת 2003 על רקע סכסוך בבחירות לרשות המקומית, בתו חלתה בסרטן והיא מקבלת טיפולים. שירות המבחן הביע את הערכתו כי שליחתו של הנאשם לכלא תגרום למשבר נוסף לו ולמשפחתו, בנוסף למצב הכלכלי של המשפחה, שכן הוא מפרנס יחיד. ו",תסקיר שירות המבחן:
תפ (עכו) 2320∕04,"בע""פ 359, 344/81 - מדינת ישראל נ' שחר סגל ואח' . פ""ד לה(4), 313 ,עמ' 323-324  אומר כב' השופט מ. אלון על תפקידו של שירות המבחן:",תסקיר שירות המבחן:
תפ (עכו) 2320∕04,נ,תסקיר שירות המבחן:
תפ (עכו) 2320∕04,"הנה כי כן, בעוד תפקיד שירות המבחן להביא את האינפורמציה המלאה על העבריין לפני ביהמ""ש, ביהמ""ש הוא זה אשר יקבע את העונש שיש לגזור על הנאשם תוך התחשבות גם באינטרס הציבורי הכללי, נסיבות העבירה, הצורך בהרתעה ועוד שיקולי ענישה נוספים.",תסקיר שירות המבחן:
תפ (עכו) 2320∕04,"עבירות בנשק הן חמורות ביותר, ודומה כי אין צורך להרחיב את הדיבור על חומרתן. המחוקק הבהיר זאת היטב בקובעו עונשים כבדים לצידן, וברוח זו נקבעה בפסיקה מדיניות ענישה מחמירה לעניינים אלה.",דיון:
תפ (עכו) 2320∕04,"כב' השופט בך בב""ש 625/82 חלמי אבו מוך נ' מדינת ישראל, פ""ד לז(3) 668 סיווג את העבירות בנשק לפי חומרתן (בדונו בבקשה למעצר עד תום ההליכים):",דיון:
תפ (עכו) 2320∕04,"א) החזקת הנשק לשם ביצוע מעשים, המיועדים לפגוע בביטחון המדינה או    בביטחון הציבור.",אלך מהכבד אל הקל מבחינת חומרתן של העבירות: 
תפ (עכו) 2320∕04,"ב) החזקת הנשק לשם ביצוע עבירה פלילית ספציפית כגון רצח, שוד, התפרצות, תקיפה וכו'.",אלך מהכבד אל הקל מבחינת חומרתן של העבירות: 
תפ (עכו) 2320∕04,"ג) החזקת הנשק ""לעת מצוא"" כדי לאפשר פעילות פלילית אפשרית בעתיד.",אלך מהכבד אל הקל מבחינת חומרתן של העבירות: 
תפ (עכו) 2320∕04,"ד) צבירת נשק על-ידי קבוצה פוליטית, עדתית או אידיאולוגית, במטרה לחזק בדרך זו את כוחה כנגד קבוצות יריבות.",אלך מהכבד אל הקל מבחינת חומרתן של העבירות: 
תפ (עכו) 2320∕04,"ה) החזקת הנשק לצורך הגנה עצמית או לצורך הגנה על הציבור, המשפחה או ה""חמולה"", אליהם הנאשם משתייך.",אלך מהכבד אל הקל מבחינת חומרתן של העבירות: 
תפ (עכו) 2320∕04,"ו) החזקת כלי הנשק לצורך ספורט, ציד או שעשוע. ",אלך מהכבד אל הקל מבחינת חומרתן של העבירות: 
תפ (עכו) 2320∕04,ז) החזקת כלי נשק על-ידי הנאשם בתור מזכרת או כאספן של כלים כאלה.,אלך מהכבד אל הקל מבחינת חומרתן של העבירות: 
תפ (עכו) 2320∕04,"ח) החזקת כלי הנשק, שפג תוקף רישיונו, והנאשם נמנע מלחדש את הרישיון בעתו.",אלך מהכבד אל הקל מבחינת חומרתן של העבירות: 
תפ (עכו) 2320∕04,"אמנם, לא ניתן לקבוע מסמרות בנדון, אך נראה לי, כי אפשר לקבוע בתור קו מנחה, שהעבירות המבוצעות בנסיבות המנויות בסוגים א-ד לעיל מגיעות בחומרתן לדרגה, שיש בה כדי להצדיק, במקרים המתאימים, מתן צו מעצר עד תום ההליכים. ב",אלך מהכבד אל הקל מבחינת חומרתן של העבירות: 
תפ (עכו) 2320∕04,"ענישה בגין החזקת נשק חייבת לשקף את פוטנציאל הסכנה ואת זרע הפורענות, הטמון בעבירות אלה ואין לראות בהן עבירות של מה בכך. ו",אלך מהכבד אל הקל מבחינת חומרתן של העבירות: 
תפ (עכו) 2320∕04,"אין ספק כי החזקת נשק, פוגעת בביטחון המדינה ובביטחון הציבור וכל מי שעיניו בראשו מבין שמטרת רכישת נשק, החזקתו, הובלתו או סחר בו, בעיקר בהתחשב בטיב הנשק ובסוגו, אינה יכולה להיות תמימה. עדים אנו בתקופה זו למעשי פשע חמורים  המבוצעים נגד אזרחים תמימים,  ע""י עבריינים, תוך שימוש בנשק, ללא הבחנה.",אלך מהכבד אל הקל מבחינת חומרתן של העבירות: 
תפ (עכו) 2320∕04,"בתקופה זו, בה הטרור והפשיעה שולטים ברחובות, יש להילחם בעבירות הנשק העלולות לפגוע בביטחון המדינה ובביטחון הציבור, וזאת באמצעות ענישה הולמת ומרתיעה, ויש לפעול למען חיזוק אמון הציבור במערכת אכיפת החוק.",אלך מהכבד אל הקל מבחינת חומרתן של העבירות: 
תפ (עכו) 2320∕04,"עמד על כך ביהמ""ש העליון עוד לפני למעלה מעשור:",אלך מהכבד אל הקל מבחינת חומרתן של העבירות: 
תפ (עכו) 2320∕04,נ,אלך מהכבד אל הקל מבחינת חומרתן של העבירות: 
תפ (עכו) 2320∕04,"(ע""פ 910/85 איברהים קונדוס ואח' נ' מדינת ישראל, תק-על 86(2) 670.""",אלך מהכבד אל הקל מבחינת חומרתן של העבירות: 
תפ (עכו) 2320∕04,ועוד על רמת הענישה:,אלך מהכבד אל הקל מבחינת חומרתן של העבירות: 
תפ (עכו) 2320∕04,"בע""פ 1332/04 - מדינת ישראל נ' יצחק רפאל פס ואח' . תק-על 2004(2), 228 ,עמ' 230 אומר בית המשפט העליון:",אלך מהכבד אל הקל מבחינת חומרתן של העבירות: 
תפ (עכו) 2320∕04,"""...גם אם נכון הדבר כי עד כה רמת הענישה בעבירות של החזקת נשק אינה גבוהה, הרי שהמציאות השוררת היום בארץ - זמינותו של נשק חם ורב עוצמה שיש עמו פוטנציאל להסלמה באלימות העבריינית והאידיאולוגית כאחד - מחייבים מתן ביטוי עונשי הולם והחמרה ברמת הענישה (השוו: ע""פ 11448/03 מדינת ישראל נ' דיב גרבאן (טרם פורסם); ע""פ 5318/03 סלע עמר נ' מדינת ישראל (טרם פורסם))"".ב",אלך מהכבד אל הקל מבחינת חומרתן של העבירות: 
תפ (עכו) 2320∕04,"לסיכום, לאחר ששקלתי את כל הנסיבות, לרבות מצבו האישי המשפחתי הטראגי של הנאשם, ועברו הנקי, מצד אחד ולעומת זאת, החזקת 3 אקדחים ותחמושת לאקדחים אלה, כאשר אלה זמינים, אם למי שימצא אותם באקראי במקום מחבואם ואם לשימוש מצד אותו חאלד כיאל (או כל אדם אחר), וכן כי מדובר בשתי עבירות המתייחסות לשלושת האקדחים האמורים לעיל, אני סבור כי אין מנוס אלא לגזור על הנאשם עונש של מאסר בפועל. עם זאת, לא אחמיר בעונשו של הנאשם כפי שחומרת העבירה מחייבת, כשלעצמה.",אלך מהכבד אל הקל מבחינת חומרתן של העבירות: 
תפ (עכו) 2320∕04,"לאור האמור, אני דן את הנאשם לעונש כדלקמן:",אלך מהכבד אל הקל מבחינת חומרתן של העבירות: 
תפ (עכו) 2320∕04,*	מאסר לתקופה של 9 חודשים. ,אלך מהכבד אל הקל מבחינת חומרתן של העבירות: 
תפ (עכו) 2320∕04,*	מאסר על תנאי לתקופה של 12 חודשים למשך 3 שנים והתנאי הוא כי הנאשם לא יעבור בתקופה זאת עבירה שהורשע עליה בתיק זה ויורשע עליה.,אלך מהכבד אל הקל מבחינת חומרתן של העבירות: 
