verdict,text,part
"תפ""ח 34939-03-11","תפ""ח 34939-03-11 מדינת ישראל נ' מיקדאד(עציר)",בית המשפט המחוזי בחיפה
"תפ""ח 34939-03-11",14 מרץ 2012,בית המשפט המחוזי בחיפה
"תפ""ח 34939-03-11","חוק העונשין, תשל""ז-1977: סע'  144, 144(א), ב), 329(א)(1)",חקיקה שאוזכרה: 
"תפ""ח 34939-03-11","הנאשם הורשע, על פי הודאתו, בעובדותיו של כתב אישום מתוקן א' (להלן: ""כתב האישום"") שהוגש במסגרת הסדר טיעון, בעבירות לפי סעיפים 329(א)(1) ו- 144(א) רישא+(ב) רישא לחוק העונשין, התשל""ז-1977, דהיינו, חבלה בכוונה מחמירה (שתי עבירות) ועבירות בנשק.",מבוא:
"תפ""ח 34939-03-11","במסגרת הסדר הטיעון סוכם על מסגרת ענישה, לפיה המאשימה תעתור לעונש של 8 שנות מאסר בפועל בעוד ב""כ הנאשם יעתור לעונש של שלוש וחצי שנות מאסר בפועל, כן סוכם על מאסר על תנאי ופיצוי לשני המתלוננים בהתאם לשיקול דעת בית המשפט.",מבוא:
"תפ""ח 34939-03-11","כרקע לאמור בכתב האישום צוין, כי בין הנאשם לבין האני שינאווי (להלן: ""המתלונן"") קיים סכסוך ממושך.",עובדות כתב האישום המתוקן:
"תפ""ח 34939-03-11","בתאריך 25.2.11, בסמוך לשעה 21:00, עמד המתלונן יחד עם חוסאם זבידה (להלן: ""חוסאם"") ועם דהוד אבו קמיר (להלן: ""דהוד"") ברחוב החשמל בסמוך לבנין מס' 7, עת הגיעו הנאשם ושניים נוספים, שזהותם אינה ידועה למאשימה, ברכב מסוג מיצובישי (להלן: ""הרכב"").",עובדות כתב האישום המתוקן:
"תפ""ח 34939-03-11","כמתואר בכתב האישום, הרכב עצר סמוך לבנין מס' 9 ברחוב החשמל וממנו יצא הנאשם כשהוא מחזיק ונושא אקדח המסוגל לירות כדור שבכוחו להמית אדם בלא רשות על פי דין להחזקתו ולנשיאתו.",עובדות כתב האישום המתוקן:
"תפ""ח 34939-03-11","הנאשם כיוון את האקדח אל המתלונן, חוסאם ודהוד וירה לעברם לפחות 8 כדורים וזאת בכוונה להטיל בהם מום או נכות או לגרום להם לחבלה חמורה.",עובדות כתב האישום המתוקן:
"תפ""ח 34939-03-11","כתוצאה מהירי של הנאשם נפגע המתלונן במרפק ימין ונגרם לו שבר, חוסאם נפגע במותן שמאל עם פגיעה בווריד האליקיאלי, קרעים במעי הדק ובמעי הגס ופגיעה בברך שמאל.",עובדות כתב האישום המתוקן:
"תפ""ח 34939-03-11",מטעם הנאשם הובאו מס' עדי אופי.,ראיות לעונש:
