verdict,text,part
"תפ""ח 5050∕08","תפ""ח 5050/08 מ.י. פרקליטות מחוז חיפה-פלילי נ' נעימה",בית המשפט המחוזי בחיפה
"תפ""ח 5050∕08","תפ""ח 5051/08 מ.י. פרקליטות מחוז חיפה-פלילי נ' אליאס",בית המשפט המחוזי בחיפה
"תפ""ח 5050∕08",04 דצמבר 2008,בית המשפט המחוזי בחיפה
"תפ""ח 5050∕08","חוק העונשין, תשל""ז-1977: סע'  29, 144(א, ב, 452, 499(א)(1)",חקיקה שאוזכרה: 
"תפ""ח 5050∕08","חוק העונשין, תשל""ז-1977: סע'  29, 144(א, ב, 452, 499(א)(1)",חקיקה שאוזכרה: 
"תפ""ח 5050∕08","חוק העונשין, תשל""ז-1977: סע'  29, 144(א, ב, 452, 499(א)(1)",חקיקה שאוזכרה: 
"תפ""ח 5050∕08","הנאשמים הורשעו על פי הודאתם במסגרת הסדר טיעון בכתב אישום מתוקן, בעבירות של קשר לפשע - עבירה לפי סעיף 499(א)(1), עבירות בנשק - עבירה לפי סעיף 144(א)+(ב)+סעיף 29 ועבירה של היזק בזדון – עבירה לפי סעיף 452, הכל לפי חוק העונשין.",העבירות שבביצוען הורשעו הנאשמים
"תפ""ח 5050∕08","על פי עובדות כתבי האישום המתוקנים אשר הוגשו כנגד הנאשמים, חברו הנאשמים ביחד וקשרו קשר לזרוק רימון רסס לעבר ביתם של משפחת אבו כלב וזאת על רקע סכסוך קודם. הם הגיעו לבית כאשר הנאשם יוסרי נעימה השליך את הרימון, בעוד חברו הנאשם אדיב אליאס נוהג ברכב. כתוצאה מפיצוץ הרימון נגרם נזק למבנה הבית. כאמור, הודו הנאשמים והורשעו על פי הודאתם.",העבירות שבביצוען הורשעו הנאשמים
"תפ""ח 5050∕08","הסדר הטיעון לפיו הורשעו הנאשמים לא כלל הסכמה לענין העונש ואולם, היתה הסכמה בכל הנוגע להגשת תסקירים של שרות המבחן, מבלי שהדבר יחייב את התביעה.",תסקירי המבחן והטיעון לעונש
"תפ""ח 5050∕08","בכל הנוגע לנאשם מס' 1, יוסרי נעימה, הוגש תסקיר המפרט את הרקע לארועים נשוא כתב האישום. שרות המבחן ציין בתסקירו כי מדובר באדם ללא נורמות עברייניות ומטעמים שפורטו בהרחבה בתסקיר, המליץ להסתפק בעונש של מאסר לא ממושך ואף הציע לשקול אפשרות של מאסר שירוצה בעבודות שרות, ביחד עם ענישה צופה פני עתיד, הכל כדי לא לחשוף את הנאשם לנורמות עברייניות.",תסקירי המבחן והטיעון לעונש
"תפ""ח 5050∕08","בכל הנוגע לנאשם אדיב אליאס, ציין שרות המבחן בתסקירו כי ידוע לו על הרשעות קודמות של הנאשם ואף כי הוא ריצה מאסרים בעבר. עם זאת, מהנסיבות שפורטו בתסקיר המליץ שרות המבחן על הטלת צו של""צ בשילוב הנאשם בקבוצה טיפולית.",תסקירי המבחן והטיעון לעונש
