verdict,text,part
תפ (י-ם) 8182∕08,"הנאשם הורשע, על פי הודאתו, בעבירה לפי סעיף 407(א) לחוק העונשין תשל""ז-1977.",גזר דין
תפ (י-ם) 8182∕08,"על פי עובדות כתב האישום המתוקן, ביום 30.7.08 בשעה 00:30 התפרץ הנאשם לאולמי חפצדי ברח' ירמיהו 27 בירושלים. הנאשם נכנס למקום לאחר ששבר חלון באולם הקטן, עבר את המטבח ושבר באמצעות מקל את מנעול הדלת המקשרת לאולם הגדול, בו היו, בין היתר, כספות.",גזר דין
תפ (י-ם) 8182∕08,"שירות המבחן הגיש תסקיר לגבי הנאשם. על פי האמור בתסקיר, הנאשם בן 56, נשוי ואב לארבעה ילדים בגילאים 11-26. הנאשם מצוי היום במעצר בית מלא. טרם מעצרו עבד במלצרות והיה מחוסר דיור.",גזר דין
תפ (י-ם) 8182∕08,"בתסקיר התייחסות לאישיותו של הנאשם, למשפחתו ולעברו. צויין כי הנאשם גדל במשפחה שהיתה שרויה במצוקה כלכלית ומצוקת דיור קשה. במהלך השנים עבד הנאשם בעבודות שונות ובהן מכירת ירקות בשוק ועוד. בשנות השלושים לחייו נישא הנאשם. בת זוגו עובדת וילדיו מנהלים אורח חיים נורמטיבי ותקין.",גזר דין
תפ (י-ם) 8182∕08,בגיל 11 החל הנאשם לבצע עבירות פליליות שונות. צויין כי לנאשם עבירות פליליות רבות בתחום הרכוש והוא ריצה תקופות מאסר בגינן. קצינת המבחן התרשמה כי בעשור האחרון עבר הנאשם שינוי תפיסתי וחשיבתי לפיו הוא מודע למחירים הניצבים בצד התנהגות עבריינית וכיום הוא בעל רצון לניהול אורח חיים נורמטיבי בתחומי עבודה ומשפחה.,גזר דין
תפ (י-ם) 8182∕08,"לגבי העבירה הנוכחית צויין כי הנאשם מקבל אחריות לביצועה והביע חרטה. קצינת המבחן הבינה מהנאשם כי באותה עת היה נתון במשבר רגשי, הוא עזב את ביתו ולן ברחוב. לדברי הנאשם, בחיפוש אחר מקורות מזון ביצע את ההתפרצות נשוא כתב האישום. צויין כי העבירה חריגה לשינוי התפיסתי וההתנהגותי אותו ערך הנאשם בשנים האחרונות בחייו.",גזר דין
תפ (י-ם) 8182∕08,"בהתחשב בכך שהנאשם נמנע מביצוע עבירה תקופה ארוכה, דבר המעיד על עייפות מאורח חיים עברייני, לאור התרשמות קצינת המבחן כי הנאשם הפנים את מחיר ההתנהגות העבריינית ולאור מצבו הבריאותי המדורדר של הנאשם והמצוקה אותה הביע, המליצה קצינת המבחן להמנע מענישה מוחשית ולהעמיד את הנאשם בצו מבחן טהור כעונש יחיד.",גזר דין
תפ (י-ם) 8182∕08,"בטעוניו לעונש התייחס ב""כ המאשימה לעברו הפלילי המכביד של הנאשם. לדבריו, הנאשם ריצה עונשי מאסר ארוכים ביותר אך לא היה בכך כדי להרתיעו מביצוע עבירות רכוש. הנאשם אמנם חולה, אולם את העבירה עבר בתקופת מחלתו, ואין בכך כדי להוות חסינות מפני ענישה ראויה. לדברי ב""כ המאשימה, משך השנים פוגע הנאשם בציבור פעם אחר פעם, עשרות אנשים נפגעו ממנו, וגם כשהוא חולה הוא מסוכן. גם לעובדה שבסופו של דבר באירוע הנוכחי לא נגנב דבר אין, לדעת ב""כ המאשימה, כל משקל, שכן מדובר במזל בלבד. אילו היה במקום רכוש היה הרכוש נגנב, כפי שעשה הנאשם בפעמים הקודמות. לדברי ב""כ המאשימה, עיסוקו של הנאשם הוא ביצוע עבירות רכוש, והקלה עם הנאשם תשדר מסר לפיה מחלתו מקנה לו חסינות.",גזר דין
תפ (י-ם) 8182∕08,"אשר להמלצת שירות המבחן ציין כי הנאשם מוכר לשירות המבחן מזה עשרות שנים. דבריו של הנאשם לשירות המבחן נאמרו לא בפעם הראשונה. גם בעבר היו תקופות של שקט שהנאשם לא הורשע בהן בביצוע עבירות, כך שאין לכך משקל של ממש. לפיכך ביקש לגזור על הנאשם מאסר ממושך, מאסר על תנאי ופיצוי.",גזר דין
תפ (י-ם) 8182∕08,"ב""כ הנאשם ציין כי כיום נמצא לפני בית המשפט אדם אחר. העבירה האחרונה בה הורשע הנאשם היתה בשנת 2001. מאז עברו שנים רבות, ועתה עבר הנאשם את העבירה על רקע משבר נפשי, כמפורט בתסקיר שירות המבחן. לדברי ב""כ הנאשם, מדובר באדם שחזר למוטב, עשה מאמץ לנהל אורח חיים תקין, ומעד. כיום גם משתתף הנאשם בקבוצה טיפולית. עוד הגיש מסמכים לגבי מחלתו של הנאשם. לפיכך ביקש לאמץ את המלצת שירות המבחן.",גזר דין
תפ (י-ם) 8182∕08,"הנאשם עצמו ציין כי היה במשבר, לאחר שבנו, שרצה להתגייס למשטרה, נדחה בשל עברו שלו. הוא עזב את הבית והתגורר ברחוב חודש ימים. הוא התפרץ כדי לקחת מזון. הנאשם ציין כי משך 8 שנים התנתק מקשר עם עבריינים.",גזר דין
תפ (י-ם) 8182∕08,ההכרעה בענינו של הנאשם איננה קלה.,גזר דין
תפ (י-ם) 8182∕08,"מחד, מדובר בנאשם שלחובתו שורה ארוכה של הרשעות קודמות ומאסרים קודמים. מאידך, בין העבירה האחרונה בה הורשע לעבירה הנוכחית חלפו כשבע שנים, תקופה שיש בה אולי כדי להעיד על שינוי כלשהו שחל בנאשם.",גזר דין
תפ (י-ם) 8182∕08,קצינת המבחן התרשמה משינוי כזה והמליצה לפנות לאפיק שיקומי. ,גזר דין
תפ (י-ם) 8182∕08,"בסיכומו של דבר, בהתחשב בכך שלא נגרם נזק רב ממעשיו של הנאשם, לאור חלוף הזמן מאז העבירות הקודמות, וללא קשר למחלתו של הנאשם, שהיתה גם בעת ביצוע העבירות, נראה כי ניתן לאמץ את המלצת שירות המבחן, תוך אפשרות לגזור ענשו של הנאשם מחדש אם לא יעמוד במבחן.",גזר דין
תפ (י-ם) 8182∕08,"לפיכך אני קובעת כי הנאשם יעמוד בפיקוח שירות המבחן למשך שנתיים. מובהר לנאשם כי אם לא יעמוד במבחן, יחזור ענינו לדיון בבית המשפט ודינו יגזר מחדש. מובהר לנאשם כי במקרה כזה לא מן הנמנע שיגזר עליו עונש מאסר משמעותי.",גזר דין
