citation,context_text,extracted_text,predicted_label,extracted_citation,link
"ע""פ 8641/12","דיון וגזירת העונש:
הנאשם הורשע בכמה עבירות המהוות שלושה אירועים נפרדים: בעבירת איומים נשוא אישום ראשון, בעבירת איומים נשוא אישום שני, ובעבירות של ניסיון לרצח, החזקת נשק שלא כדין והפרת הוראה חוקית נשוא אישום שלישי. העבירות בהן הורשע הנאשם במסגרת האישום השלישי מהוות אירוע אחד (נפרד), שכן באותה סיטואציה פיזית בפועל, הנאשם ניסה לרצוח את המתלונן תוך כדי שהנאשם החזיק בנשק שלא כדין והפר הוראה חוקית. להלן אקבע מתחם עונש הולם לכל אירוע בנפרד, בהתאם לעקרון המנחה בענישה, ובהתחשב בערך החברתי שנפגע מביצוע העבירה, במידת הפגיעה בו, במדיניות הענישה הנהוגה ובנסיבות הקשורות בביצוע העבירה [סע' 40יג(א)+(ב), 40ג(א) ו-40ב לחוק, וכן ראו ע""פ 8641/12 סעד, מיום 5.8.13, פסקה 22).
קביעת מתחם העונש ההולם [סע' 40ג(א) ו-40ב לחוק]:
א.הערך החברתי שנפגע מביצוע העבירה של ניסיון לרצח: עבירה זו היא מהחמורות שבספר החוקים - בצידה עד 20 שנות מאסר, והאיסור הגלום בה מגן על עקרון קדושת החיים, ועל ההכרח למנוע התנהגות אסורה שמשמעה זלזול בחיי אדם. בית המשפט העליון אמר לא פעם את דברו בהקשר למשמעותה, השלכותיה וחומרתה של עבירת אלימות המבוצעת באמצעות נשק חם:
""המערער ביצע עבירה אלימות חמורה ביותר תוך שימוש בנשק חם. אך בנס הסתיים האירוע כפי שהסתיים ולא בתוצאה קשה בהרבה של קיפוח חייו של המתלונן. האירוע הותיר רישומו על המתלונן אשר הפציעות...שנגרמו לו משפיעות על חייו עד היום ומקשות עליו להשתלב בשוק העבודה. מעשה העבירה שאינו אלא אקט של לקיחת החוק לידיים, פתרון סכסוכים בדרכי אלימות ועשיית דין עצמי, מבטא לא רק זלזול בערך חיי אדם, אלא בכל אותם יסודות שקיומה של חברה מתוקנת תלוי בהם. מחובתו של בית המשפט לשרש התנהגות מעין זו לאור השלכותיה הרות האסון"" (ע""פ 1645/08 פלוני, מיום 3.9.09, בסע' 33 לפסה""ד; ע""פ 8641/12 סעד מיום 5.8.13, בסע' 33 לפסה""ד, וראו גם: ע""פ 5797/11 צסן מיום 5.8.12, פיסקה 5).
הדברים דלעיל של בית המשפט העליון, בשינויים המחוייבים, קולעים היטב גם לענייננו.","המערער ביצע עבירה אלימות חמורה ביותר תוך שימוש בנשק חם. אך בנס הסתיים האירוע כפי שהסתיים ולא בתוצאה קשה בהרבה של קיפוח חייו של המתלונן. האירוע הותיר רישומו על המתלונן אשר הפציעות...שנגרמו לו משפיעות על חייו עד היום ומקשות עליו להשתלב בשוק העבודה. מעשה העבירה שאינו אלא אקט של לקיחת החוק לידיים, פתרון סכסוכים בדרכי אלימות ועשיית דין עצמי, מבטא לא רק זלזול בערך חיי אדם, אלא בכל אותם יסודות שקיומה של חברה מתוקנת תלוי בהם. מחובתו של בית המשפט לשרש התנהגות מעין זו לאור השלכותיה הרות האסון"" (ע""פ 8641/12 סעד מיום 5.8.13, בסע' 33 לפסה""ד)",0,"ע""פ 8641/12",http://www.nevo.co.il/case/5573417
"ע""פ 1645/08","בענישה שתוטל על הנאשם יש צורך גם בהרתעתו מפני ביצוע עבירות נוספות בעתיד (סע' 40ו לחוק) וגם בהרתעת הרבים (סע' 40ז לחוק) מפני ביצוע עבירות מסוג העבירות שביצע הנאשם. בהקשר זה ראוי להזכיר מדבריו של בית המשפט העליון, דברים היפים גם לענייננו:
""שימוש באלימות בכלל, ועל רקע סכסוכים פעוטים בפרט, הפך בשנים האחרונות לתופעה שרבים חוטאים בה, ועם כך לא ניתן להשלים. חמור שבעתיים הוא השימוש בנשק בסכסוכים מסוג זה, ועל כן מצווים בתי המשפט לשגר מסר שיבהיר לכל, כי כל החוטא בתחום זה יהא צפוי לתגובה עונשית קשה אשר עלולה לכלול גם כליאה ממושכת"" (ע""פ 5652/07 בוחניק, בעמ' 2; וראו גם: בע""פ 1645/08 פלוני דלעיל, המובאה שבסע' 33 לפסה""ד; ע""פ 6908/10 דוד, מיום 2.1.13, בסע' 24 לפסה""ד).
בנסיבות דלעיל שבתיק זה, לא מצאתי כי ישנה הצדקה לחרוג ממתחמי הענישה שנקבעו לעיל, בין לצד הקולא מחמת שיקולי שיקום של הנאשם, ובין לצד החומרא לצורכי הגנה על שלום הציבור מפני הנאשם [סע' 40ג(ב), 40ד ו-40ה לחוק]. ריבוי עבירות - הנאשם הורשע בשלושה אירועים שונים, אך עניינם המהותי זהה - האיומים כלפי המתלונן, וביצועם בפועל על ידי כך שניסה לרצוח אותו. משכך, אציע לחבריי לגזור על הנאשם עונש כולל לכל האירועים [סע' 40יג(ב) לחוק].
בע""פ 9862/08 מהרטה (מיום 13.4.10) הנאשם הורשע, לאחר שמיעת ראיות, בעבירות של ניסיון לרצח והפרעה לשוטר בשעת מילוי תפקידו ונידון ל- 14 שנות מאסר בפועל. הנאשם הלך אחרי ילדה שהלכה לבקש עזרה מהמתלונן, והנאשם ירה בו. המתלונן נותר משותק בפלג גופו התחתון ומרותק לכסא גלגלים.
ע""פ 1645/08 פלוני (מיום 3.9.09), הנאשם הורשע, לאחר שמיעת ראיות, בעבירה של ניסיון לרצח ובעבירות בנשק, ונידון ל- 11 שנות מאסר בפועל. מספר קליעים פגעו במתלונן, שהיה בקשר עם אחות הנאשם. לנאשם היה עבר פלילי מקל והוא שהה תקופה ארוכה במעצר בית.
בע""פ 9334/02 בורקאן (מיום 3.4.06), הנאשם הורשע, לאחר שמיעת ראיות, בעבירות של ניסיון לרצח, פציעה בנסיבות מחמירות ונשיאת נשק שלא כדין, ונידון ל- 10 שנות מאסר בפועל. הנאשם ירה 10 כדורי אקדח לעבר המתלונן לאור חשדו כי אחיו ביצע עבירת מין בבן משפחתו. לנאשם היה עבר פלילי מכביד.
א.הערך החברתי שנפגע מביצוע העבירה של ניסיון לרצח: עבירה זו היא מהחמורות שבספר החוקים - בצידה עד 20 שנות מאסר, והאיסור הגלום בה מגן על עקרון קדושת החיים, ועל ההכרח למנוע התנהגות אסורה שמשמעה זלזול בחיי אדם. בית המשפט העליון אמר לא פעם את דברו בהקשר למשמעותה, השלכותיה וחומרתה של עבירת אלימות המבוצעת באמצעות נשק חם:
""המערער ביצע עבירה אלימות חמורה ביותר תוך שימוש בנשק חם. אך בנס הסתיים האירוע כפי שהסתיים ולא בתוצאה קשה בהרבה של קיפוח חייו של המתלונן. האירוע הותיר רישומו על המתלונן אשר הפציעות...שנגרמו לו משפיעות על חייו עד היום ומקשות עליו להשתלב בשוק העבודה. מעשה העבירה שאינו אלא אקט של לקיחת החוק לידיים, פתרון סכסוכים בדרכי אלימות ועשיית דין עצמי, מבטא לא רק זלזול בערך חיי אדם, אלא בכל אותם יסודות שקיומה של חברה מתוקנת תלוי בהם. מחובתו של בית המשפט לשרש התנהגות מעין זו לאור השלכותיה הרות האסון"" (ע""פ 1645/08 פלוני, מיום 3.9.09, בסע' 33 לפסה""ד; ע""פ 8641/12 סעד מיום 5.8.13, בסע' 33 לפסה""ד, וראו גם: ע""פ 5797/11 צסן מיום 5.8.12, פיסקה 5).
הדברים דלעיל של בית המשפט העליון, בשינויים המחוייבים, קולעים היטב גם לענייננו.","בע""פ 1645/08 פלוני (מיום 3.9.09), הנאשם הורשע, לאחר שמיעת ראיות, בעבירה של ניסיון לרצח ובעבירות בנשק, ונידון ל- 11 שנות מאסר בפועל. מספר קליעים פגעו במתלונן, שהיה בקשר עם אחות הנאשם. לנאשם היה עבר פלילי מקל והוא שהה תקופה ארוכה במעצר בית.

""המערער ביצע עבירה אלימות חמורה ביותר תוך שימוש בנשק חם. אך בנס הסתיים האירוע כפי שהסתיים ולא בתוצאה קשה בהרבה של קיפוח חייו של המתלונן. האירוע הותיר רישומו על המתלונן אשר הפציעות...שנגרמו לו משפיעות על חייו עד היום ומקשות עליו להשתלב בשוק העבודה. מעשה העבירה שאינו אלא אקט של לקיחת החוק לידיים, פתרון סכסוכים בדרכי אלימות ועשיית דין עצמי, מבטא לא רק זלזול בערך חיי אדם, אלא בכל אותם יסודות שקיומה של חברה מתוקנת תלוי בהם. מחובתו של בית המשפט לשרש התנהגות מעין זו לאור השלכותיה הרות האסון"" (ע""פ 1645/08 פלוני, מיום 3.9.09, בסע' 33 לפסה""ד; ע""פ 8641/12 סעד מיום 5.8.13, בסע' 33 לפסה""ד, וראו גם: ע""פ 5797/11 צסן מיום 5.8.12, פיסקה 5).",1,"ע""פ 5652/07",http://www.nevo.co.il/case/6026058
"ע""פ 8641/12","דיון וגזירת העונש:
הנאשם הורשע בכמה עבירות המהוות שלושה אירועים נפרדים: בעבירת איומים נשוא אישום ראשון, בעבירת איומים נשוא אישום שני, ובעבירות של ניסיון לרצח, החזקת נשק שלא כדין והפרת הוראה חוקית נשוא אישום שלישי. העבירות בהן הורשע הנאשם במסגרת האישום השלישי מהוות אירוע אחד (נפרד), שכן באותה סיטואציה פיזית בפועל, הנאשם ניסה לרצוח את המתלונן תוך כדי שהנאשם החזיק בנשק שלא כדין והפר הוראה חוקית. להלן אקבע מתחם עונש הולם לכל אירוע בנפרד, בהתאם לעקרון המנחה בענישה, ובהתחשב בערך החברתי שנפגע מביצוע העבירה, במידת הפגיעה בו, במדיניות הענישה הנהוגה ובנסיבות הקשורות בביצוע העבירה [סע' 40יג(א)+(ב), 40ג(א) ו-40ב לחוק, וכן ראו ע""פ 8641/12 סעד, מיום 5.8.13, פסקה 22).
קביעת מתחם העונש ההולם [סע' 40ג(א) ו-40ב לחוק]:
א.הערך החברתי שנפגע מביצוע העבירה של ניסיון לרצח: עבירה זו היא מהחמורות שבספר החוקים - בצידה עד 20 שנות מאסר, והאיסור הגלום בה מגן על עקרון קדושת החיים, ועל ההכרח למנוע התנהגות אסורה שמשמעה זלזול בחיי אדם. בית המשפט העליון אמר לא פעם את דברו בהקשר למשמעותה, השלכותיה וחומרתה של עבירת אלימות המבוצעת באמצעות נשק חם:
""המערער ביצע עבירה אלימות חמורה ביותר תוך שימוש בנשק חם. אך בנס הסתיים האירוע כפי שהסתיים ולא בתוצאה קשה בהרבה של קיפוח חייו של המתלונן. האירוע הותיר רישומו על המתלונן אשר הפציעות...שנגרמו לו משפיעות על חייו עד היום ומקשות עליו להשתלב בשוק העבודה. מעשה העבירה שאינו אלא אקט של לקיחת החוק לידיים, פתרון סכסוכים בדרכי אלימות ועשיית דין עצמי, מבטא לא רק זלזול בערך חיי אדם, אלא בכל אותם יסודות שקיומה של חברה מתוקנת תלוי בהם. מחובתו של בית המשפט לשרש התנהגות מעין זו לאור השלכותיה הרות האסון"" (ע""פ 1645/08 פלוני, מיום 3.9.09, בסע' 33 לפסה""ד; ע""פ 8641/12 סעד מיום 5.8.13, בסע' 33 לפסה""ד, וראו גם: ע""פ 5797/11 צסן מיום 5.8.12, פיסקה 5).
הדברים דלעיל של בית המשפט העליון, בשינויים המחוייבים, קולעים היטב גם לענייננו.","בהתחשב בערך החברתי שנפגע מביצוע העבירה, במידת הפגיעה בו, במדיניות הענישה הנהוגה ובנסיבות הקשורות בביצוע העבירה [סע' 40יג(א)+(ב), 40ג(א) ו-40ב לחוק, וכן ראו ע""פ 8641/12 סעד, מיום 5.8.13, פסקה 22).

""המערער ביצע עבירה אלימות חמורה ביותר תוך שימוש בנשק חם. אך בנס הסתיים האירוע כפי שהסתיים ולא בתוצאה קשה בהרבה של קיפוח חייו של המתלונן. האירוע הותיר רישומו על המתלונן אשר הפציעות...שנגרמו לו משפיעות על חייו עד היום ומקשות עליו להשתלב בשוק העבודה. מעשה העבירה שאינו אלא אקט של לקיחת החוק לידיים, פתרון סכסוכים בדרכי אלימות ועשיית דין עצמי, מבטא לא רק זלזול בערך חיי אדם, אלא בכל אותם יסודות שקיומה של חברה מתוקנת תלוי בהם. מחובתו של בית המשפט לשרש התנהגות מעין זו לאור השלכותיה הרות האסון"" (ע""פ 8641/12 סעד מיום 5.8.13, בסע' 33 לפסה""ד, וראו גם: ע""פ 5797/11 צסן מיום 5.8.12, פיסקה 5).",0,"ע""פ 8641/12",http://www.nevo.co.il/case/5573417
"ע""פ 5797/11","א.הערך החברתי שנפגע מביצוע העבירה של ניסיון לרצח: עבירה זו היא מהחמורות שבספר החוקים - בצידה עד 20 שנות מאסר, והאיסור הגלום בה מגן על עקרון קדושת החיים, ועל ההכרח למנוע התנהגות אסורה שמשמעה זלזול בחיי אדם. בית המשפט העליון אמר לא פעם את דברו בהקשר למשמעותה, השלכותיה וחומרתה של עבירת אלימות המבוצעת באמצעות נשק חם:
""המערער ביצע עבירה אלימות חמורה ביותר תוך שימוש בנשק חם. אך בנס הסתיים האירוע כפי שהסתיים ולא בתוצאה קשה בהרבה של קיפוח חייו של המתלונן. האירוע הותיר רישומו על המתלונן אשר הפציעות...שנגרמו לו משפיעות על חייו עד היום ומקשות עליו להשתלב בשוק העבודה. מעשה העבירה שאינו אלא אקט של לקיחת החוק לידיים, פתרון סכסוכים בדרכי אלימות ועשיית דין עצמי, מבטא לא רק זלזול בערך חיי אדם, אלא בכל אותם יסודות שקיומה של חברה מתוקנת תלוי בהם. מחובתו של בית המשפט לשרש התנהגות מעין זו לאור השלכותיה הרות האסון"" (ע""פ 1645/08 פלוני, מיום 3.9.09, בסע' 33 לפסה""ד; ע""פ 8641/12 סעד מיום 5.8.13, בסע' 33 לפסה""ד, וראו גם: ע""פ 5797/11 צסן מיום 5.8.12, פיסקה 5).
הדברים דלעיל של בית המשפט העליון, בשינויים המחוייבים, קולעים היטב גם לענייננו.","וראו גם: ע""פ 5797/11 צסן מיום 5.8.12, פיסקה 5",0,"ע""פ 1645/08",http://www.nevo.co.il/case/6103934
"ע""פ 8416/09","ב. הערך החברתי שנפגע מביצוע עבירה של החזקת נשק של כדין: נשק המוחזק שלא כדין מועד לפורענות, בשל הפוטנציאל וההשלכות ההרסניות של שימוש בנשק שלא כדין, שימוש שעלול להביא בסופו של יום לפגיעה בערכים החברתיים של שמירה על חיי אדם, של מניעת ביצוען של עבירות אחרות באמצעות הנשק ושל מניעת הסלמה בעבריינות. בית המשפט העליון כבר אמר את דברו גם בהקשרים אלה:
""חומרתה של עבירת החזקת הנשק, מקורה בכך שעבירה זאת אינה נעשית לרוב אלא כדי לאפשר ביצוען של עבירות אחרות, שמעצם טבעו של הנשק, כרוכות באלימות או בהפחדה"" (ע""פ 8416/09 חרבוש, מיום 9.6.10, סע' 55 לפסה""ד).
""לא אחת עמד בית משפט זה על החומרה היתרה הנודעת לעבירות נשק בכלל, ולעבירת החזקת נשק בפרט, המקימה סיכון ממשי וחמור לציבור ויוצרת פוטנציאל להסלמה עבריינית..."" (ע""פ 5604/11 נאסר, מיום 5.10.11, בסע' 9 לפסה""ד; וראו גם: ע""פ 1332/04 פס, מיום 19.4.04, בסע' 4 לפסה""ד).","""חומרתה של עבירת החזקת הנשק, מקורה בכך שעבירה זאת אינה נעשית לרוב אלא כדי לאפשר ביצוען של עבירות אחרות, שמעצם טבעו של הנשק, כרוכות באלימות או בהפחדה"" (ע""פ 8416/09 חרבוש, מיום 9.6.10, סע' 55 לפסה""ד).",0,"ע""פ 8416/09",http://www.nevo.co.il/case/5969313
"ע""פ 5604/11","בתפ""ח (מרכז) 36578-05-12 אגנהו (מיום 6.5.13) הנאשם הורשע עפ""י הודייתו בעבירה של ניסיון לרצח, ונידון ל- 11 שנות מאסר בפועל. הנאשם ירה במתלונן, עימו היה לו סכסוך כספי, מטווח קרוב 15 כדורים. יצויין, כי על פסק הדין תלוי ועומד ערעור בביהמ""ש העליון.
מדיניות הענישה הנהוגה בעבירה של החזקת נשק שלא כדין - ראו למשל: ע""פ 5604/11 נאסר (מיום 5.10.11)- 12 חודשי מאסר בפועל; ע""פ 6294/10 אלקיעאן (מיום 13.2.11)- 10 חודשי מאסר בפועל; רע""פ 2718/04 אבו דאחל (מיום 29.3.04)- 8 חודשי מאסר בפועל.
מתחם העונש ההולם לארוע שבאישום 3, בגינו הורשע הנאשם בעבירות של ניסיון לרצח, החזקת נשק שלא כדין והפרת הוראה חוקית, בנסיבות תיק זה, הוא אפוא בין 10 ל- 14 שנות מאסר בפועל.
""חומרתה של עבירת החזקת הנשק, מקורה בכך שעבירה זאת אינה נעשית לרוב אלא כדי לאפשר ביצוען של עבירות אחרות, שמעצם טבעו של הנשק, כרוכות באלימות או בהפחדה"" (ע""פ 8416/09 חרבוש, מיום 9.6.10, סע' 55 לפסה""ד).
""לא אחת עמד בית משפט זה על החומרה היתרה הנודעת לעבירות נשק בכלל, ולעבירת החזקת נשק בפרט, המקימה סיכון ממשי וחמור לציבור ויוצרת פוטנציאל להסלמה עבריינית..."" (ע""פ 5604/11 נאסר, מיום 5.10.11, בסע' 9 לפסה""ד; וראו גם: ע""פ 1332/04 פס, מיום 19.4.04, בסע' 4 לפסה""ד).
""עבירות בנשק חומרתן מכופלת, הן בעצם המעבר על החוק והן ובמוטעם במאטריה הספציפית; נשק שאינו כדין, קרי - ברישיון כדבעי, מועד לפורענות. זכורה האמירה, אם ראית במחזה תיאטרון אקדח במערכה הראשונה, סופו שיירה במערכה השניה או השלישית. הימצאו של נשק בידיים לא נכונות, עלול להביא בסופו של יום אף לקיפוד חיי אדם .."" (ע""פ 6371/11 הייבי, מיום 18.12.11, בסע' כ""ג לפסה""ד).","מדיניות הענישה הנהוגה בעבירה של החזקת נשק שלא כדין - ראו למשל: ע""פ 5604/11 נאסר (מיום 5.10.11)- 12 חודשי מאסר בפועל;

""לא אחת עמד בית משפט זה על החומרה היתרה הנודעת לעבירות נשק בכלל, ולעבירת החזקת נשק בפרט, המקימה סיכון ממשי וחמור לציבור ויוצרת פוטנציאל להסלמה עבריינית..."" (ע""פ 5604/11 נאסר, מיום 5.10.11, בסע' 9 לפסה""ד; וראו גם: ע""פ 1332/04 פס, מיום 19.4.04, בסע' 4 לפסה""ד).",0,"תפ""ח (מרכז) 36578-05-12",http://www.nevo.co.il/case/5431876
"ע""פ 1332/04","""חומרתה של עבירת החזקת הנשק, מקורה בכך שעבירה זאת אינה נעשית לרוב אלא כדי לאפשר ביצוען של עבירות אחרות, שמעצם טבעו של הנשק, כרוכות באלימות או בהפחדה"" (ע""פ 8416/09 חרבוש, מיום 9.6.10, סע' 55 לפסה""ד).
""לא אחת עמד בית משפט זה על החומרה היתרה הנודעת לעבירות נשק בכלל, ולעבירת החזקת נשק בפרט, המקימה סיכון ממשי וחמור לציבור ויוצרת פוטנציאל להסלמה עבריינית..."" (ע""פ 5604/11 נאסר, מיום 5.10.11, בסע' 9 לפסה""ד; וראו גם: ע""פ 1332/04 פס, מיום 19.4.04, בסע' 4 לפסה""ד).
""עבירות בנשק חומרתן מכופלת, הן בעצם המעבר על החוק והן ובמוטעם במאטריה הספציפית; נשק שאינו כדין, קרי - ברישיון כדבעי, מועד לפורענות. זכורה האמירה, אם ראית במחזה תיאטרון אקדח במערכה הראשונה, סופו שיירה במערכה השניה או השלישית. הימצאו של נשק בידיים לא נכונות, עלול להביא בסופו של יום אף לקיפוד חיי אדם .."" (ע""פ 6371/11 הייבי, מיום 18.12.11, בסע' כ""ג לפסה""ד).","""ולא אחת עמד בית משפט זה על החומרה היתרה הנודעת לעבירות נשק בכלל, ולעבירת החזקת נשק בפרט, המקימה סיכון ממשי וחמור לציבור ויוצרת פוטנציאל להסלמה עבריינית..."" (ע""פ 1332/04 פס, מיום 19.4.04, בסע' 4 לפסה""ד).",0,"ע""פ 8416/09",http://www.nevo.co.il/case/5969313
"ע""פ 6371/11","""לא אחת עמד בית משפט זה על החומרה היתרה הנודעת לעבירות נשק בכלל, ולעבירת החזקת נשק בפרט, המקימה סיכון ממשי וחמור לציבור ויוצרת פוטנציאל להסלמה עבריינית..."" (ע""פ 5604/11 נאסר, מיום 5.10.11, בסע' 9 לפסה""ד; וראו גם: ע""פ 1332/04 פס, מיום 19.4.04, בסע' 4 לפסה""ד).
""עבירות בנשק חומרתן מכופלת, הן בעצם המעבר על החוק והן ובמוטעם במאטריה הספציפית; נשק שאינו כדין, קרי - ברישיון כדבעי, מועד לפורענות. זכורה האמירה, אם ראית במחזה תיאטרון אקדח במערכה הראשונה, סופו שיירה במערכה השניה או השלישית. הימצאו של נשק בידיים לא נכונות, עלול להביא בסופו של יום אף לקיפוד חיי אדם .."" (ע""פ 6371/11 הייבי, מיום 18.12.11, בסע' כ""ג לפסה""ד).
ג. הערך החברתי שנפגע מביצוע עבירת האיומים (העבירה שבאישומים ראשון ושני): הערך החברתי המוגן בעבירת האיומים עניינו שמירה על שלוות נפשו, ביטחונו וחירות פעולתו של המאויים (רע""פ 2038/04 לם, מיום 4.1.06, בסע' 32 לפסה""ד). בית המשפט העליון אמר את דברו בהקשר זה:","""עבירות בנשק חומרתן מכופלת, הן בעצם המעבר על החוק והן ובמוטעם במאטריה הספציפית; נשק שאינו כדין, קרי - ברישיון כדבעי, מועד לפורענות. זכורה האמירה, אם ראית במחזה תיאטרון אקדח במערכה הראשונה, סופו שיירה במערכה השניה או השלישית. הימצאו של נשק בידיים לא נכונות, עלול להביא בסופו של יום אף לקיפוד חיי אדם .."" (ע""פ 6371/11 הייבי, מיום 18.12.11, בסע' כ""ג לפסה""ד).",0,"ע""פ 5604/11",http://www.nevo.co.il/case/6024035
"ר ע""פ 2038/04","""עבירות בנשק חומרתן מכופלת, הן בעצם המעבר על החוק והן ובמוטעם במאטריה הספציפית; נשק שאינו כדין, קרי - ברישיון כדבעי, מועד לפורענות. זכורה האמירה, אם ראית במחזה תיאטרון אקדח במערכה הראשונה, סופו שיירה במערכה השניה או השלישית. הימצאו של נשק בידיים לא נכונות, עלול להביא בסופו של יום אף לקיפוד חיי אדם .."" (ע""פ 6371/11 הייבי, מיום 18.12.11, בסע' כ""ג לפסה""ד).
ג. הערך החברתי שנפגע מביצוע עבירת האיומים (העבירה שבאישומים ראשון ושני): הערך החברתי המוגן בעבירת האיומים עניינו שמירה על שלוות נפשו, ביטחונו וחירות פעולתו של המאויים (רע""פ 2038/04 לם, מיום 4.1.06, בסע' 32 לפסה""ד). בית המשפט העליון אמר את דברו בהקשר זה:
""מניעת ההפחדה וההקנטה לשמן היא שעומדת ביסוד האינטרס החברתי המוגן בעבירת האיומים... אינטרס החברה הוא להגן על שלוות נפשו של הפרט... מפני מעשי הפחדה והקנטה שלא כדין. אינטרס חברתי נוסף אף הוא מוגן בעקיפין בעבירה זו, והוא נוגע לחופש הפעולה והבחירה של הפרט..."" (ע""פ 103/88 ליכטמן, בסע' 6 לפסה""ד).","ג. הערך החברתי שנפגע מביצוע עבירת האיומים (העבירה שבאישומים ראשון ושני): הערך החברתי המוגן בעבירת האיומים עניינו שמירה על שלוות נפשו, ביטחונו וחירות פעולתו של המאויים (רע""פ 2038/04 לם, מיום 4.1.06, בסע' 32 לפסה""ד).",0,"ע""פ 6371/11",http://www.nevo.co.il/case/5594385
"ע""פ 103/88","ג. הערך החברתי שנפגע מביצוע עבירת האיומים (העבירה שבאישומים ראשון ושני): הערך החברתי המוגן בעבירת האיומים עניינו שמירה על שלוות נפשו, ביטחונו וחירות פעולתו של המאויים (רע""פ 2038/04 לם, מיום 4.1.06, בסע' 32 לפסה""ד). בית המשפט העליון אמר את דברו בהקשר זה:
""מניעת ההפחדה וההקנטה לשמן היא שעומדת ביסוד האינטרס החברתי המוגן בעבירת האיומים... אינטרס החברה הוא להגן על שלוות נפשו של הפרט... מפני מעשי הפחדה והקנטה שלא כדין. אינטרס חברתי נוסף אף הוא מוגן בעקיפין בעבירה זו, והוא נוגע לחופש הפעולה והבחירה של הפרט..."" (ע""פ 103/88 ליכטמן, בסע' 6 לפסה""ד).
בית המשפט העליון אף הטעים כי ""אין להקל ראש בעבירת האיומים המיוחסות למבקש, שכן כבר ""הוכח מספר פעמים, כי אך כפסע בין איום למעשה..."" (בש""פ 2575/13 וורקו מיום 14.4.13, בסע' 6 להחלטה). ובענייננו כך אכן ארע – אחרי שפעמיים איים על המתלונן, הנאשם ניסה לרצוח אותו.","בית המשפט העליון אמר את דברו בהקשר זה:
""מניעת ההפחדה וההקנטה לשמן היא שעומדת ביסוד האינטרס החברתי המוגן בעבירת האיומים... אינטרס החברה הוא להגן על שלוות נפשו של הפרט... מפני מעשי הפחדה והקנטה שלא כדין. אינטרס חברתי נוסף אף הוא מוגן בעקיפין בעבירה זו, והוא נוגע לחופש הפעולה והבחירה של הפרט..."" (ע""פ 103/88 ליכטמן, בסע' 6 לפסה""ד).",0,"ע""פ 2038/04",
